epoch,train_loss,val_loss,train_pixel_accuracy,val_pixel_accuracy,train_mean_iou,val_mean_iou
1,2.424906904220581,3.1529957691085673,0.4334825509567579,0.4138522851989954,0.21578002308971983,0.20024459642615772
2,2.127129334449768,2.0754137484826773,0.5357373307890443,0.5236782613135266,0.2839778301996338,0.290209641187805
3,1.9807601528167724,1.9477141371397215,0.5692740300902523,0.5705442119758292,0.31802509336368684,0.3169805236702087
4,1.914460063934326,1.9032343525752844,0.5809912160808266,0.5880182488871657,0.3288278980121883,0.3449524768293463
5,1.8267808094024658,1.8882501080771472,0.6050603674634228,0.5847062179448203,0.35665072981885143,0.33054604395460585
6,1.7794928569793702,1.9275622145037785,0.6172554593727818,0.5570678613584652,0.36765353782604565,0.336079570629821
7,1.7420341110229491,1.7854992262670928,0.6253909978521489,0.6041622825706702,0.37565054890660865,0.3624146651564888
8,1.7129662647247315,1.7570835106840759,0.633150417350029,0.6072939740922926,0.3848368369252031,0.35787708331783197
9,1.6782677307128906,1.759848777378831,0.641360147080552,0.6075521762764223,0.3941747536521676,0.35049786137993627
10,1.6518515090942383,1.742299076552703,0.6437442780882023,0.6128506215678392,0.39466361630999935,0.36582484933909254
11,1.6396063060760497,1.697398991228264,0.647013148283074,0.628537470449619,0.3992466296069874,0.38027622782349385
12,1.6126200275421143,1.7389257310706878,0.6536084386507539,0.6168612240635662,0.40640718646591234,0.3695503524856303
13,1.6185542678833007,1.6484353820854258,0.6523353157326492,0.6381567507807905,0.4028735471846129,0.39244064506850895
14,1.6165713901519776,1.7336820909910113,0.6539426530718034,0.6142611682801967,0.40806187778018804,0.3627105728631672
15,1.6202003383636474,1.636389743501895,0.6525658039184197,0.6407184235117763,0.4080962374502633,0.3954486964369639
16,1.5739256572723388,1.6688954128283207,0.6643699700441358,0.6317286252396961,0.41655022034959654,0.3852198067975529
17,1.5565491018295288,1.6401245326639335,0.6675561580075002,0.6388360698825003,0.4205206742332846,0.39173919776410804
18,1.537286684036255,1.668646273211898,0.669729586910137,0.6281193998060376,0.42250600746150874,0.37984678881053946
19,1.5332186317443848,1.6774228365621835,0.6737658425576216,0.6203082658695339,0.42817779077468565,0.3872058246965656
20,1.5411455364227296,1.6539572377071203,0.6705379596876556,0.6368316215913564,0.42956707744273565,0.38924240972704166
21,1.5387974052429199,1.5664312995482828,0.6703307692843923,0.6536310915884211,0.42491228685635524,0.4141501562142105
22,1.5219054203033446,1.6420231066017508,0.6720348880755136,0.629996270142116,0.4271094169838574,0.3937046617385937
23,1.5257973957061768,1.6705655004376563,0.6745094585065969,0.6315886184867159,0.42911418872568585,0.3906721866430166
24,1.5132534818649293,1.6607834200992762,0.6767997170092523,0.6343074789560346,0.43018880422932315,0.3930539067216171
25,1.4926868028640747,1.5406019631947312,0.6817245380264624,0.6596569871107273,0.4354308775970083,0.4141515347159693
26,1.498188283920288,1.6116763063680346,0.679187857646513,0.6464452967783703,0.4352170545461035,0.4032387022425209
27,1.4642993936538695,1.553103879233387,0.6880018621453698,0.6515112504382066,0.444890285061107,0.4106061861327783
28,1.4726413345336915,1.6560072965711077,0.6840896691552403,0.6531698857050181,0.4404142469735714,0.40834806488546826
29,1.487923066139221,1.63289616375326,0.6825882856233708,0.6338627229522246,0.4397798403628011,0.3975593987941921
30,1.4713651180267333,1.6514858441932179,0.6817012664506847,0.6365180990714104,0.4384026650800835,0.4033621193859933
31,1.4704178895950317,1.625013607684697,0.6845245436242198,0.6454101728736124,0.4448872607419315,0.4057334536702375
32,1.4657759647369384,1.6115769470963524,0.6860353353719723,0.647225630325877,0.4477099066565378,0.409033370975012
33,1.4362077865600587,1.581577684277686,0.6906905415562992,0.650269345454417,0.44935157944125603,0.4120526140266511
34,1.4456473445892335,1.8108810375784046,0.6897716287938368,0.5886534579413744,0.4504597821614187,0.36039308401626813
35,1.4199667806625367,1.5607563491179564,0.6926001473132678,0.6531484399360672,0.4529930124444261,0.4232422724027639
36,1.4308925914764403,1.5326342203906764,0.6932997621634472,0.6583052944120247,0.45440428319545184,0.420146706574744
37,1.4302785902023316,1.5669698826620513,0.6943632836591764,0.6514209588768851,0.45565908158827184,0.4112290497962039
38,1.4375968189239503,1.5463361806958635,0.6910345835009035,0.6532232564254753,0.4509982138830908,0.4205878459363084
39,1.421271942138672,1.5992318937711627,0.6965481386958662,0.6478467046687317,0.4594733371747012,0.4154321714966423
40,1.4138989048004151,1.6841905796639274,0.6974030022114811,0.6352368362275577,0.4579819183419575,0.39592315188511573
